	PPN	Signatur 1	Signatur 2	Signatur 3	Signatur 4	Signatur 5	Anmerkung 1	Anmerkung 2	Anmerkung 3	Provenienz 1	Provenienz 2	Provenienz 3
0	112651801	M: Sf 726	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin?]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
1	133542688	M: Lm 4131	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
2	133549275	M: Lq 590	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
3	133990087	M: Gr 712	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	Signatur der Bibliothek von Herzogin Philippine Charlotte von Braunschweig-Lüneburg	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
4	134858425	M: Sf 748	M: Rp 148 (2)	Schulenb. S 45	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	Signatur der Bibliothek von Herzogin Philippine Charlotte von Braunschweig-Lüneburg	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
5	134916611	M: Te 4° 21	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
6	134919149	M: Lp 105	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	Signatur der Bibliothek von Herzogin Philippine Charlotte von Braunschweig-Lüneburg	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
7	134938844	M: Lg 739 (1)	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
8	134957520	M: QuN 899a (1)	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	Signatur der Bibliothek von Herzogin Philippine Charlotte von Braunschweig-Lüneburg	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
9	135186994	M: Gv 134	H: T 51ccc.8° Helmst.	leer	leer	leer	leer	leer	leer	leer	leer	leer
10	135396352	M: Gv 339	M: Gv 339a	leer	leer	leer	leer	leer	leer	leer	leer	leer
11	135484189	M: Ea 642	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
12	135657873	M: Cc 233	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
13	135736579	M: Gp 66	M: Gm 3312	Schulenb. B 27	leer	leer	leer	leer	leer	leer	leer	leer
14	135736889	M: Gp 278	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
15	135738997	M: Gp 212:1	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
16	135742501	M: Gp 306	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
17	135753775	M: Gm 703:1	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
18	135754577	M: Gm 1123:1	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
19	135755298	M: Gm 1079	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
20	135792444	M: Gm 938	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
21	135841933	M: Gm 770	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
22	135846692	M: Gm 783	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
23	135847192	M: Gm 929 (2)	M: Gm 932 (2)	leer	leer	leer	leer	leer	leer	leer	leer	leer
24	135847346	M: Gm 1081	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
25	135849470	M: Gm 3608	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
26	135849934	M: Gm 3610	A: 139.3 Hist. (1)	leer	leer	leer	Hs. Besitzvermerk: De Montbail	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	Signatur der Bibliothek von Herzogin Philippine Charlotte von Braunschweig-Lüneburg	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
27	135948436	M: QuN 605l (1)	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin?]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Montbail, Marthe Dumas ^de^
28	135974364	M: Bc 526:1	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
29	136161960	M: Cc 261	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin?]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
30	136192734	M: Gx 324	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
31	136310931	M: Db 1444	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin?]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
32	136524362	M: Db 1363:1	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
33	136638333	M: Lq 733:1	leer	leer	leer	leer	Wappensupralibros Dumas [de Montbail oder de Montmartin?]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
34	136656706	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
35	136794815	M: Bf 44	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
36	136932452	M: Gk 808	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
37	136951317	M: Sf 791	leer	leer	leer	leer	Exlibris: Elisabetha Sophia Maria Verwittwete Herzoginn Zu Br. U. Lun.	leer	leer	Provenienz: Elisabeth Sophie Marie <Braunschweig-Wolfenbüttel, Herzogin> / Exlibris / Wappen	Elisabeth Sophie Marie <Braunschweig-Lüneburg, Herzogin>	leer
38	136958117	M: Rf 136	M: Gk 2030	Schulenb. S 48	leer	leer	leer	leer	leer	leer	leer	leer
39	137091648	M: Gm 760	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
40	137142560	M: Gk 517	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
41	137216815	M: Db 3026	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
42	137216815	M: Db 3026	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
43	137300905	M: Gr 494	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
44	137304250	M: Gr 534:1	leer	leer	leer	leer	Exlibris: Elisabetha Sophia Maria Verwittwete Herzoginn Zu Br. U. Lun.	leer	leer	Provenienz: Elisabeth Sophie Marie <Braunschweig-Wolfenbüttel, Herzogin> / Exlibris / Wappen	Elisabeth Sophie Marie <Braunschweig-Lüneburg, Herzogin>	leer
45	137453868	M: Li 9965:1	leer	leer	leer	leer	Wappensupralibros Dumas [de Montbail oder de Montmartin?]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
46	137537204	M: Lm 3606	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
47	137624956	M: Lm 2442	Wt 1228	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	Exlibris: Daniel Berditchevsky	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
48	137715943	M: Gm 705	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
49	137914687	M: Lm 2797:1	Schulenb. B 113:1	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	Hs. Besitzvermerk: De Montbail	Signatur der Bibliothek von Herzogin Philippine Charlotte von Braunschweig-Lüneburg	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
50	138217734	M: Ge 153	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
51	138220026	M: Gi 99	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
52	138285276	M: QuN 711 (1)	M: Vb 571	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin?]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
53	138501459	M: Aa 10	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
54	138604398	M: Gk 2° 58:1	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
55	138607532	M: Gk 795 (1)	M: Gk 794	leer	leer	leer	Exlibris: Elisabetha Sophia Maria Verwittwete Herzoginn Zu Br. U. Lun.	leer	leer	Provenienz: Elisabeth Sophie Marie <Braunschweig-Wolfenbüttel, Herzogin> / Exlibris / Wappen	Elisabeth Sophie Marie <Braunschweig-Lüneburg, Herzogin>	leer
56	138682372	M: Gk 4° 57	A: 17.3 Hist. (1)	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
57	138683719	M: Gk 4° 87	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
58	138708738	M: Gi 95	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
59	138742537	M: Db 4581:1	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
60	138759634	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
61	138759847	M: Gk 2° 65	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
62	138760489	M: Gk 57	Wt 612	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	Sammlung Lecke	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Dumas de Montbail <Familie>	Provenienz: Lecke <Familie>
63	138765855	A: 34.2 Hist. (2)	A: 35.5 Hist.	leer	leer	leer	leer	leer	leer	leer	leer	leer
64	138766207	A: 33.9 Hist. 2°	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
65	138767858	M: Gk 2026	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
66	138768609	M: Gk 1232:1	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
67	138769273	M: Db 4711	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
68	752398172	65.1670	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
69	138796726	M: Gk 674	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
70	138797919	M: Gk 1293	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
71	138801991	M: Gk 1234	Schulenb. B 95 (1)	Schulenb. B 145 (2)	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
72	138802114	M: Gk 1737 (1)	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
73	138807744	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
74	138811873	M: Db 3046	M: Gk 2023 (2)	leer	leer	leer	Exlibris: Elisabetha Sophia Maria Verwittwete Herzoginn Zu Br. U. Lun.	leer	leer	Provenienz: Elisabeth Sophie Marie <Braunschweig-Wolfenbüttel, Herzogin> / Exlibris / Wappen	Elisabeth Sophie Marie <Braunschweig-Lüneburg, Herzogin>	leer
75	138848718	M: Gk 1710 (1)	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
76	138848874	M: Gk 1032	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
77	138848939	M: Gk 1814:1	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	Weit. Ex. mit anderen Seitenangaben	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
78	138851530	M: Gk 4° 66	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
79	138851557	M: QuN 1058q (1.1)	M: Gk 885	leer	leer	leer	Exlibris: Elisabetha Sophia Maria Verwittwete Herzoginn Zu Br. U. Lun.	leer	leer	Provenienz: Elisabeth Sophie Marie <Braunschweig-Wolfenbüttel, Herzogin> / Exlibris / Wappen	Elisabeth Sophie Marie <Braunschweig-Lüneburg, Herzogin>	leer
80	138851654	M: Lm 2185	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
81	138851719	M: Db 2838	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin?]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
82	138851786	M: Gk 1318	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
83	138852006	M: Db 3157:1	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
84	138864462	M: Db 575	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin?]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
85	138888949	M: Db 912:1	leer	leer	leer	leer	Exlibris: Elisabetha Sophia Maria Verwittwete Herzoginn Zu Br. U. Lun.	leer	leer	Provenienz: Elisabeth Sophie Marie <Braunschweig-Wolfenbüttel, Herzogin> / Exlibris / Wappen	Elisabeth Sophie Marie <Braunschweig-Lüneburg, Herzogin>	leer
86	138889805	M: Lm 706	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
87	138892032	M: Lm 2671a:1	Schulenb. B 28:1	leer	leer	leer	leer	leer	leer	leer	leer	leer
88	138892113	M: Gk 1477	Schulenb. B 73 (2)	M: Lm 1817 (2)	leer	leer	leer	leer	leer	leer	leer	leer
89	138892679	M: Gk 1027	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
90	138897638	M: Gk 628	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
91	138898561	M: Gk 604	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
92	138915040	M: Gk 2° 23	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
93	138919879	M: Gk 553	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
94	138921091	M: Gk 1401	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
95	138922292	M: Gk 2° 51	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
96	139002197	M: Gk 1260	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
97	139013792	M: Gk 1415:1	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
98	139018247	M: Gk 1049:1	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
99	139058532	M: Uk 81 (1)	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin?]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
100	139072039	M: Db 3977	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin?]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
101	139128247	M: Gp 77	M: Ge 138 (2)	Xd 8° 607	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	Unvollständig; 1 Taf. fehlt	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
102	139152776	M: Gh 332	M: QuN 605a (2)	Xd 8° 257	leer	leer	leer	leer	leer	leer	leer	leer
103	139230629	M: Gp 284 (1)	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
104	139237607	M: Db 3078	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
105	139398791	M: Db 4800	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
106	139671757	M: Ae 2° 3:1	Schulenb. A 2° 4:1	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin?]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
107	139771727	M: Ob 304	leer	leer	leer	leer	Wappensupralibros Dumas [de Montbail oder de Montmartin?]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
108	139873287	M: Gb 4° 13:1	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
109	139974032	M: Sd 185	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin?]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
110	140161325	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
111	140177795	M: Gk 836:1	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
112	140196579	M: Gk 1174	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
113	140196838	M: Gk 587:1	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
114	140473467	M: Gl 3142	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
115	140876340	H: T 292.12° Helmst.	M: Gh 747 (2)	leer	leer	leer	leer	leer	leer	Provenienz: NN / Autogramm / Datum 1687	leer	leer
116	140876383	M: Gh 615	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
117	140881360	M: Gk 2° 48:1	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
118	140883142	M: Gk 1995	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
119	140920773	M: Gk 763	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
120	140923101	M: Gk 1138:1	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
121	140953981	M: Gk 669	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
122	140954457	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
123	898723523	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
124	140999949	M: Gg 441	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
125	141003855	M: Gg 520:1	leer	leer	leer	leer	leer	leer	leer	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Einband / Monogramm	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Philippine Charlotte <Braunschweig-Lüneburg, Herzogin>
126	141117427	M: Gf 163:1	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
127	141197714	M: Rq 385	M: Rq 386	leer	leer	leer	leer	leer	leer	leer	leer	leer
128	141225165	M: Gk 1522	M: Gk 1738	Schulenb. B 124	leer	leer	leer	leer	leer	leer	leer	leer
129	141546905	M: Gk 1137	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
130	142629421	M: Rb 839	Xd 8° 306 (1)	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin?]	Hs. Nummer im Buchdeckel: P.ii.E.i.17. [aus der Bibliothek von Herzogin Elisabeth Sophie Marie zu Braunschweig-Wolfenbüttel]	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
131	142653616	M: Fg 98	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin?]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: NN / Datum 1728 November 12	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
132	142701157	M: Lg 1947	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Provenienz: NN / Merkzeichen
133	142701955	M: Lg 2243:1 (1)	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
134	647532948	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
135	143503502	M: Lg 633:1	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
136	143510738	M: Lg 1478	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
137	143603191	A: 187.10 Hist. 2°	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
138	143830147	M: Hr 104:1	Schulenb. T 87	leer	leer	leer	leer	leer	leer	leer	leer	leer
139	144309785	M: Db 3909:1	Schulenb. B 130:1	leer	leer	leer	leer	leer	leer	leer	leer	leer
140	144325160	A: 20.18 Jur.	M: Rh 431	leer	leer	leer	leer	leer	leer	leer	leer	leer
141	144678861	M: Lg 2289	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
142	144679159	M: Lg 2302	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Provenienz: NN / Merkzeichen
143	144764407	M: Gm 1098:1	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
144	145822532	M: Lg 728:1	leer	leer	leer	leer	Signatur der Bibliothek von Herzogin Philippine Charlotte von Braunschweig-Lüneburg	leer	leer	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Einband / Monogramm	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Philippine Charlotte <Braunschweig-Lüneburg, Herzogin>
