	PPN	Signatur 1	Signatur 2	Signatur 3	Signatur 4	Signatur 5	Anmerkung 1	Anmerkung 2	Anmerkung 3	Provenienz 1	Provenienz 2	Provenienz 3
663	151528950	M: Li 4704	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
664	151529760	M: Gg 378	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
665	151529787	M: Lm 1947	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
666	151529841	M: Lm 1947d:1 (1)	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Montbail, Marthe Dumas ^de^
667	151530262	M: Lm 1954	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
668	151530289	M: Lm 1955	leer	leer	leer	leer	Signatur der Bibliothek von Herzogin Philippine Charlotte von Braunschweig-Lüneburg	leer	leer	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Einband / Monogramm	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Philippine Charlotte <Braunschweig-Lüneburg, Herzogin>
669	151530580	M: Lm 1969 (3)	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
670	151531331	M: Gr 304	leer	leer	leer	leer	leer	leer	leer	Provenienz: Honstedt, Johann Georg ^von^ / Exlibris / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Einband / Monogramm	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
671	151552851	M: Nc 234	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
672	151553874	M: Ma 667	leer	leer	leer	leer	Signatur der Bibliothek von Herzogin Philippine Charlotte von Braunschweig-Lüneburg (vgl. von Praun'scher Katalog): VIII.g.245	leer	leer	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Philippine Charlotte <Braunschweig-Lüneburg, Herzogin>	leer
673	151561079	M: Tq 4°  31a	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
674	151561311	M: Tn 58	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
675	151565945	M: Me 102a	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
676	151567875	M: Lm 1155	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
677	151567891	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
678	151568081	M: Gh 601	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
679	151569169	M: Lm 1172	leer	leer	leer	leer	Frontisp. fehlt	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
680	151570728	M: Lm 1302	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
681	151572844	M: Uc 20	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
682	151574529	M: Ud 2°  18	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
683	151580855	M: Lm 1326	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
684	151582416	M: Lm 1395:1	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
685	1004474997	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
686	151582610	M: Li 8518	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
687	151586845	M: Li 6837	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
688	151590885	M: Te 600	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
689	151591407	M: Tq 610	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
690	151594945	M: Lm 4392	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
691	853877998	M: Gf 234	leer	leer	leer	leer	Reproduziertes Original: Angebunden: [3] gef. Bl. = 6 S. Bücheranzeige: XVeme Suite Au Tome VI. [Premi]ere Partie Du Grand Catalogue D'Etienne De Bourdeaux Libraire Du Roi Et De La Cour A Berlin. MDCCLXV.	leer	leer	leer	leer	leer
692	151597669	M: Lm 4244	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
693	151599122	M: Gh 711	M: Gh 711a	leer	leer	leer	Die 4 Bl. Titelei fehlen	leer	leer	leer	leer	leer
694	151600538	M: Lm 2980	leer	leer	leer	leer	Signatur der Bibliothek von Herzogin Philippine Charlotte von Braunschweig-Lüneburg	leer	leer	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Einband / Monogramm	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Philippine Charlotte <Braunschweig-Lüneburg, Herzogin>
695	151601445	M: Gr 106:1	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
696	151605807	M: Lm 1626a	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
697	151605947	M: Lm 1630	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
698	151606609	M: Ll 132	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: NN / Autogramm / Tektur	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen
699	151606811	M: Ll 117:1	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
700	151607516	M: Lm 1642	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
701	151609322	M: Lm 2985	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
702	151616817	M: Gi 176:1	M: Gi 177:1	Schulenb. B 68:1	leer	leer	leer	leer	leer	leer	leer	leer
703	151626448	M: Lm 2055b	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
704	151627509	M: Gs 558	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
705	151627789	M: Lm 2065	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
706	151632731	M: Lm 2071	M: Da 289	leer	leer	leer	Hs. Besitzvermerk: de Rocoulle	leer	leer	Provenienz: Rocoulle, Marthe ^de^ / Autogramm	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Rocoulle, Marthe ^de^
707	151632863	M: Lm 2180	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
708	151642818	M: Fe 117	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin?]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
709	619936665	M: Fg 4° 76	leer	leer	leer	leer	"S. 38 fälschl. ""37"" bezeichnet"	leer	leer	leer	leer	leer
710	151646139	M: Gh 442:1	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
711	151650322	M: Gu 290	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
712	151657661	M: Lh 1632	leer	leer	leer	leer	Tome 1 und 2 zsgebunden	leer	leer	leer	leer	leer
713	151659842	M: Mf 2° 11	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
714	151660921	M: Lm 3814	Schulenb. B 78	leer	leer	leer	leer	leer	leer	leer	leer	leer
715	151662606	M: Lb 72	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
716	151663025	M: Go 226a	M: Go 226	M: Go 226b	M: Go 226	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin?]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
717	151663882	M: Lm 2931	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
718	151664072	M: Ll 191	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
719	151665516	S: Töpfer 530	M: Gk 1688	leer	leer	leer	leer	leer	leer	leer	leer	leer
720	151665869	M: Gv 268	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
721	151666083	M: Lm 3025	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
722	151681384	M: Lm 185	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
723	151684510	M: Lm 3	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Dumas de Montbail <Familie>	leer
724	151685541	M: Ko 74	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
725	151693145	M: Lm 757a	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
726	151693285	M: Gg 50	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
727	151693706	M: Lm 774	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
728	151693897	M: Lm 777b	Schulenb. B 45	leer	leer	leer	leer	leer	leer	leer	leer	leer
729	151694001	M: Lm 3976	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
730	151702837	M: Gs 426	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
731	490194982	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
732	151705348	M: Mk 401	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
733	151707138	M: Lm 3916	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
734	151709785	M: Ff 2°  26	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
735	151710902	A: 39.18 Eth.	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
736	151712980	M: Lm Sammelbd 3 (3)	M: Lg 727 (1)	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
737	151715335	M: Lm 4047	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Dumas de Montbail <Familie>	leer
738	151717486	M: Lm 1466:1	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
739	151717508	M: Lm 1467:1	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
740	151718423	M: Gk 2174 (2)	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
741	151720088	M: Lm 3886	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
742	151722269	M: Lm 1558	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
743	151748314	M: Ti 333	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
744	151750203	M: Tc 273	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
745	151750254	M: Tk 4°  7	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
746	151784183	M: Lh 2535	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	Signatur der Bibliothek von Herzogin Philippine Charlotte von Braunschweig-Lüneburg	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
747	151802165	M: Gv 364	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
748	151802319	M: Gs 436	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
749	151807949	M: Lm 3580	M: Li 9285	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	Hs. Besitzvermerk: Hettling	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: NN / Notiz	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
750	151808139	M: Go 270:1	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
751	151808503	M: Gf 4°  49	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
752	151808546	M: Lm 3585	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
753	151808554	M: Lm 3585a	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
754	151808597	M: Lm 3587	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
755	151811385	M: Lm 3631	leer	leer	leer	leer	Hs. Besitzvermerk: De Montbail	Signatur der Bibliothek von Herzogin Philippine Charlotte von Braunschweig-Lüneburg	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Montbail, Marthe Dumas ^de^
756	151812845	M: Gk 2177 (2)	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
757	151814619	M: Go 219	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
758	151816905	M: Lm 3521:1	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
759	81269824X	M: Ul 141	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin?]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
760	151822409	M: Lm 3563	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
761	151824630	M: Kl 162	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
762	151824673	M: Kl 165:1	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
763	151824762	M: Lm 3591	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
764	151825114	M: Lm Kapsel 5 (21)	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
765	151826803	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
766	151826900	M: Lm 3649	M: QuN 711 (2)	leer	leer	leer	leer	leer	leer	leer	leer	leer
767	151830487	M: Fg 311	A: 38.15 Hist.	leer	leer	leer	leer	leer	leer	leer	leer	leer
768	151841802	M: Tq 490	M: Tq 4°  39	leer	leer	leer	leer	leer	leer	leer	leer	leer
769	151844968	M: Tq 1246	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
770	151856362	M: Th 4°  11	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
771	151866708	M: Hn 28	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
772	151867151	M: Lm 334	M: Sf 34	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
773	151875235	M: Gs 225	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
774	151882630	M: Lc 10	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
775	151890161	A: 1.2 Eth.	Wa 6169	leer	leer	leer	leer	leer	leer	leer	leer	leer
776	151890358	M: Lm 4389	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Dumas de Montbail <Familie>	leer
777	151891052	M: Lm 1087	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
778	151891710	M: Lm 1098	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Dumas de Montbail <Familie>	leer
779	151891893	M: Fd 4° 32 : 1	H: B 116a.4° Helmst.	leer	leer	leer	leer	leer	leer	leer	leer	leer
780	151892660	M: Kb 2° 36:1 (1)	H: P 444.2°  Helmst.	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
781	151892814	M: Kb 4°  72	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
782	151906327	M: Tq 393	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
783	1025210530	M: Te 389	leer	leer	leer	leer	Reproduziertes Original: Monogramm P C auf Buchdeckel	leer	leer	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Einband / Monogramm	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	!392192934!|p|Philippine Charlotte <Braunschweig-Lüneburg, Herzogin>
784	151912742	M: Lm 1110:1	leer	leer	leer	leer	"""Avis au Relieur"" fehlt."	Supralibros: P C	leer	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Einband / Monogramm	Philippine Charlotte <Braunschweig-Lüneburg, Herzogin>	leer
785	151912777	M: Na 165	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
786	151919046	M: Lm 2791	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
787	151919070	M: Lm 2795	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	Hs. Besitzvermerk: De Montbail	Signatur der Bibliothek von Herzogin Philippine Charlotte von Braunschweig-Lüneburg	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
788	152976469	M: Gk 239 (1)	A: 26.15 Hist. (2)	leer	leer	leer	leer	leer	leer	leer	leer	leer
789	152985808	M: Db 2825:1	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
790	152993568	M: Db 913	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin?]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
791	153120533	M: Db 4602	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
792	153144009	M: Gb 32:1	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
793	153396881	M: Gb 43:1	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
794	153417641	M: Gl 658	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
795	153422297	M: Gl 664	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
796	153446552	M: Gk 285:1	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
797	153544481	M: Gk 73:1	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin?]	leer	leer	Provenienz: Neuhaus, G. / Autogramm	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen
798	153596570	M: Gk 258:1	leer	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Montbail, Marthe Du Mas ^de^ / Autogramm	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur
799	154156310	H: T 873.8° Helmst.	M: Db 4745	leer	leer	leer	leer	leer	leer	leer	leer	leer
800	154392359	M: Gf 2:1	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
801	155263978	M: Gk 835	leer	leer	leer	leer	leer	leer	leer	leer	leer	leer
802	155846825	Schulenb. Gp 17	M: Go 87	leer	leer	leer	Verf. hs. auf Vorsatzbl. ergänzt	leer	leer	leer	leer	leer
803	155855603	M: Go 121	Schulenb. Gp 14	leer	leer	leer	Wappensupralibros: Dumas [de Montbail oder de Montmartin]	leer	leer	Provenienz: Dumas de Montbail <Familie> / Einband / Wappen	Provenienz: Philippine Charlotte <Braunschweig-Lüneburg, Herzogin> / Signatur	Dumas de Montbail <Familie>
